1|A one foot, deep red and grey feather. If inspected closely, tiny black writing can see be seen along the shaft. The writing is in a lost language. If translated, it reads “The Seeking of the Sky God is ended.”
2|A stained scroll case containing an old chart revealing directions to the Lost Ruins of Ashabat.
3|A jet black music horn, made of a shell like material, that appears to be in working order (50 sp). When blown it produces a deep and strangely disturbing sound. If by the water, crabs crawl up onto the shore, drawn to the music.
4|A single bloodstained tarot card: The Seven of Swords (signifying betrayal and deception).
5|The broken horn of an Ogre Mage or Minotaur, hung on a leather thong.
6|Tied up with string are the title deeds to The Hunting Harlot, Port Brax (the Harlot is in more debt than its worth).
7|An intricate eyeglass shaped in the likeness of a yellow cat’s eye (75 sp).
8|A decrepit, and slightly malodorous, preserved rabbit’s foot on a metal chain. Anyone who keeps the foot for a day increases their maximum Luck by 1 point. The Luck point is lost if the owner is separated from the lucky charm.
9|Three small crystal vials of what appears to be blood. The vials are marked with druidic signs for son, beastman, and bird.
10|A varnished case containing a string of garlic, two wooden stakes, and a silver holy symbol (world tree icon, 80 sp).
11|A fragile black paper fan (12 sp). The unfurled fan depicts a pair mesmerizing snake eyes. Once per week one target who observes the snake eyes must make a Luck (Will) save or be subject to Gaze of Beguilement. Using the fan in this way drains the user of 1 point of Luck and requires a roll on the Dark & Dangerous Magic table.
12|A folded piece of parchment reveals a charcoal sketch of a stunning young woman. A wide lake and a large tree split by lightning are depicted behind her.
13|A dog whistle fashioned of bone. When used at night, there is a 50% chance of a wild dog with a one eye appearing from the wilderness. The dog is smart, brave, and friendly to the owner, happy to keep watch or perform other minor tasks if well treated. The dog disappears back into the wilderness every dawn.
14|A six inch clockwork knight, made up of patchwork metal parts (30 sp). If wound up, the knight shuffles forward up to Close range, whirring and clicking, before making a single strike with his miniature sword.
15|A purple silk scarf, bearing the insignia of House Lorca (150 sp).
16|A wide leather belt with a studded bronze buckle (40 sp). One of the studs opens a secret compartment in the buckle, another releases a two inch buckle blade.
17|An iron wrought rose of spectacular craftsmanship (100 sp).
18|An envelope, wax sealed with the mark of Dominus Cruxus, the infamous Tax Collector of Melek.
19|Folded parchment containing the notes to a whimsical tune. If hummed, sung or played on a wind instrument, Consult the Bones to find out if a handful of butterflies surrounds the musician. The butterflies depart when the tune ends.
20|A painted toy boat, in great condition (8 cp). A single child figurine steers the ship. There is space for a second figurine, but it appears to be missing.
21|Tucked away in a water proof satchel is a sea blue masquerade mask, with a slim wooden handle (12 sp).
22|A small, nickel edged book with a hummingbird motif lock. If successfully unlocked, the book contains hand written essays on avian husbandry and training by the reputable (and deceased) Falconer Kothmai (230 sp).
23|Fossilized tree sap encasing a six inch dragonfly with elongated tentacles instead of mandibles.
24|A hemp sack contains a two foot length of reinforced, silvered chain, attached to silvered manacles (300 sp).
25|A completely sealed, six inch oak barrel, with sloshing liquid inside.
26|An impeccable leather carry case marked with the twin moons sigil of the Duskers. Inside are the pieces of an exquisitely crafted miniature crossbow. Assembling the crossbow takes 1 minute. Three needle like bolts with tiny poison compartments are set into the lid (Close range, silent, 1 damage + Poison. 420 sp).
27|An incredibly heavy, bronze like cube, with alien hieroglyphs marking each side. Once per week, if the hieroglyphs are pressed in a particular order (Int check), the cube resonates a low frequency thrumming, causing all creatures within Close range (excluding user) to make a Luck (Will) save or suffer a Madness.
28|The serrated tooth of a Bulette (or similar creature), fashioned into a scary looking knife (74 sp).
29|A copper ring with a flat shield motif, polished to a mirror like state (25 sp).
30|A counterfeit coin of the local currency, weighted to favour one side (70% chance of coming up heads). replica is a perfect copy apart from weight (Perc or Int check detects).
31|A tiny gilded cage (38 sp) with a spotted moth inside, and a medicine dropper filled with nectar. If the moth is released underground, it unerringly flies towards the nearest surface exit.
32|A fine hide throat collar with bone studs. Once every [[1d4]] days, the user may press one of the studs to magnify their voice up to 10 times as loud for a few seconds.
33|A strange yellow candle of foul smelling wax. Inscribed on the bottom of the candle is a single word: the adventurer’s name.
34|An apparently empty glass jar with a whitewood lid. Any attempt to twist the lid loose is met with a loud hissing noise. If thrown, the bottle explodes in a Melee area for [[3d6]] damage.
35|This corpse has a map tattooed on its back. The map is in the ancient Serpentmen tongue. If translated, the map reveals the secret location of the Spire of Abartu.
36|A secure, enameled box, bound with silver cord. Inside is a purple seedling growing a single golden leaf (Goldenward, 1,000 sp).
37|A multi-coloured gemstone of curious origin. No stone dealer alive is able to identify it (2,000 sp?).
38|A sturdy hide pouch sewn shut with strong fishing line. Something small wriggles inside.
39|In a small pouch is a tuft of thick, dark brown hair, bound with string. The hair is from a lycanthrope (530 sp).
40|A spare boot stuffed with straw. If the boot is emptied, a dark green, scaled egg is found (child’s fist sized, warm to the touch).
41|A promissory note to Ms Lorthe Toureme, entitling her to “three of the finest racing steeds of Rinwolde Stables.”
42|A very ancient and ornate bronze oil lamp, badly tarnished and in need of a thorough clean up (80 sp). From time to time, the lamp seems to creak of its own accord.
43|A crimson envelope bearing a blue star sigil. Inside is a papyrus with a riddle: "Alive as thee but absent breath... Clad in mail but never clink" (Answer: fish).
44|Wrapped in a gold handkerchief is a red bamboo Shenzu finger puzzle patterned with white stars (10 sp). Suspended in the middle of the puzzle is a small, fluffy feather.
45|A small velvet bag with a tiny padlocked draw chain. The bag contains the varnished skull of a human baby (25 sp).
46|A false eye (either in a pocket or the corpse’s replacement eye, 48 sp). The iris may be slid open to reveal a secret compartment.
47|A gold coloured pill box depicting a single cat on the lid (22 sp). Inside are painted the shadows of eight cats. If the owner fails a Death save, the failure becomes a success instead, then the box is lost.
48|Wrapped in a clean linen cloth is a single acorn. Sewn into the corner of the cloth are the words "Handle with Care."
49|The left side of a white gold, two halves heart necklace (120 sp). Inscribed on the back are the words "Till next we meet."
50|A wine case containing a bottle labelled Rowfred’s Finest Red, depicting a cheery bald fellow, raising his glass with a sly wink.
51|A pair of fine, black leather gloves (7 sp).
52|A cold iron cage lantern, with no oil reservoir or candle spike. The oversized handle ring has a broken chain link attached to it. The lantern is inscribed with runes of holy abjuration (510 sp).
53|A small book entitled Path to Forgiveness, edged in gold filigree. Some pages have been cut away to insert a small gold ingot (350 sp) and a handwritten note, stating “As agreed, three more once Father Moon is crow pickings.”
54|An antique crystal perfume dispenser with a hose and squeeze pump (76 sp). The top of the dispenser is decorated with a pewter octopus. A green liquid can be seen inside.
55|A small cane box with the words “Eat Me” imprinted on a small nickel plate set into the top. Inside is a small iced cake.
56|A polished jet black orb that reflects nothing, wrapped in cloth (130 sp). If the orb is revealed within 2 ft of a small open flame (torch/candle), the flame is extinguished and the orb grows warm for [[1d4]] hours.
57|A cold iron amulet stamped with geometric designs not attributable to any recorded culture (280 sp). Anyone who wears the amulet does not dream.
58|A small drawstring pouch containing a 4 inch statuette of pure gold, shaped to resemble a field mouse standing on its hind legs, pawing at the sky (400 sp, but possibly cursed…).
59|An ebony ring carved like entwined vines (111 sp). If exposed to water, the ring sprouts tiny green leaves.
60|A pouch of cold iron caltrops (230 sp).
61|Wrapped in colourful braided cord are legal papers entitling the bearer to a one half share in Delecarte’s Circus Les Wonderment (a forgery).
62|A 100 ft coil of Giant Spider silk rope (98 sp). Extraordinarily light and strong, but highly flammable.
63|The blackened, clawed finger of the ancient hag Menethorii of the Unseelie Court. Some say she comes for her missing digit during a blood moon.
64|A bronze tablet bound in human skin (176 sp). If translated, reveals a rambling account of communicating with the demon Uln-Rgaoon.
65|In a cracked, old map case is a nautical map with co-ordinates to a mysterious isle recorded as Varn Karagoss ("Place of Ending").
66|A crystal bracelet decorated in a fog motif, with three animal charms attached: a bird, a wolf, and an octopus. Two charms are missing (56 sp).
67|A brass bicep bracer engraved with a genie like figure (75 sp). Anyone that wears the bracer for 24 hours becomes immune to fire as long as the bracer is worn.
68|A lightweight wooden case containing a luxurious feather quill (25 sp) and two ink bottles (one smelling like bile, one congealed blood).
69|A hand sized ball of parchment tied up with string. At the centre is a pinch of odourless and tasteless white powder.
70|Leather gloves with a pocket containing a lockpick of fine workmanship (90 sp).
71|A tarnished gold anklet chain with charms of a windmill, a boot, a torch, and a sailing ship (112 sp).
72|A brass bas-relief, depicting a life like image of the finder’s long forgotten childhood imaginary friend, trapped within a gilded cage (50 sp).
73|A heavy eight inch gate key, fashioned of cold iron, inscribed with hieroglyphs translating to "Star Door" (93 sp).
74|A seal stamp made of dark yellow stone that is always cool to the touch. The seal icon is a slim crescent moon.
75|A kraken like statuette, carved from blue and white coral (48 sp).
76|In a padded pouch is a small, brass hourglass, filled with a very dense, dark red mist. Surprisingly heavy (176 sp).
77|A tiny opal jar containing two pinches of fine bright blue dust. If sprinkled on a non-magical object, it forms into an exact, permanent copy.
78|A thick journal bound in grubby fur (10 sp). Intensive study ([[3d6]] days) grants ability to cast one spell per Long Rest, but causes incurable Madness.
79|A white veil with a slim adamantine chain that could be used as a garrotte (210 sp).
80|An ebony canister filled with ash, in the middle of which are a pair of pulsating, purple pods connected by slick black tendrils.
81|A hemp sack filled with coal. Concealed inside are [[1d2]] Xornlings, diminutive fey that eat rocks and metals.
82|A tarnished jar containing a perfectly preserved Cyclops eye (134 sp).
83|A colourful seashell amulet on a string of dark beads. A friendly, amphibious hermit crab lives in the shell and keeps watch for the wearer.
84|A drawstring pouch containing three sticks of green incense. Breathing the smoke (5 mins) causes a Luck (Will) check or Madness for [[1d10]] days.
85|A stout smoking pipe made from hardened iron, expertly painted to pass for wood; makes an excellent bludgeon (50 sp).
86|A glass jar with air holes in the lid, containing a dozen small beetles. If tapped, the beetles glow brightly (illuminates Melee range).
87|A brick. Looks harmless enough. Might be inscribed with the words "Mr Brick" (50%).
88|A two inch lead figurine of a priestess holding a tentacled orb (77 sp). If held to the ear, the orb animates and the user hears "disturbing truths" (Will check or Madness).
89|A scroll of complex formulae and detailed charcoal sketches, depicting some kind of winged flying contraption (60 sp).
90|A thick cotton pouch containing a handful of powerful lodestones (82 sp).
