1 | The Desperate Steward: A wealthy agent for Highlord Ipsgrave is quietly recruiting out-of-town mercenaries in nearby settlements. He offers a heavy purse of silver for discreet blades to recover a stolen family signet ring before it's used to blackmail the Highlord.
2 | Shadow War Turf Recruitment: Word on the trade roads is that a petty gang leader named King Korvul (operating out of a collapsing slum tenement called the Grindstone) is offering fast coin to independent sellswords willing to smash the protection rackets of his rivals (the Pimp Street Scuttlers).
3 | The Relic Beneath Sumptown: A hairless Midlander monk known as Father Moon - the leader of the shadowy assassin-cult called The Sunless - is offering a handsome reward to any delve-team willing to brave the ancient sewers beneath Port Brax to retrieve a sacred relic of Shennog.
4 | The Dockside Valkyrie Bounty: Aunty Uma - the whip-wielding boss of the Dockside Valkyries - has posted a 500 sp bounty on a rogue sea-captain who skipped town with her gold. The captain was last spotted laying low in Morrigan's Den (a famous Port Brax tavern.
5 | "The Red Hooks' Secret Cellar: Merchants claim that Guildmaster Marakett of the Red Hooks recently intercepted a smuggled shipment of rare Ramoran artifacts, now stored beneath Keltons gambling hall under the guard of three-fingered Rennard."
6 | "The Unbroken Guard's Appeal: Captain Rainier of the Company of the Unbroken—the last honest guard captain in Port Brax—is secretly hiring clean, uncorrupted outsiders to help her bring down Guildmaster Marakett's protection ring from the inside."
7 | "A winged monstrosity lairs in a cave hidden behind the cliff-side waterfall near Brynderwold."
8 | "Giant Rats are breeding in the sewers beneath the town of Brynderwold; if not dealt with, an infestation is imminent."
9 | "The Lake Ruins (near Brynderwold) house a giant reptile (a Giant Crocodile), though it is not actually large enough to sink a caravel [or small ship]."
10 | "A furred beast walking on its hind legs (a Skratt scout) was seen skulking about the docks of Brynderwold before dawn."
11 | "Messenger birds have stopped arriving from Siradorn. Merchants in Port Brax are concerned about the upcoming iron ore shipments and need investigators to find out why the fort has gone silent."
12 | " The *Libram Damogra* suggests that the secret altar within the ancient monument (in th Tower of Baal) once held the **Cloak of Bellaphas**, a relic blessed by the Lord of Crows."
13 | "Overseer Venka of Fronbury is offering 500 crowns to any warriors who can eradicate the source of the skeletal warriors rising from the plains of the Deadlands. The undead are said to be led by a necromancer who has taken residence in the ruins of an old fortress. (Tower of Baal)"
14 | "The scholar Master Ballard is seeking an armed escort to find the **Quotaal Ziggurat**, a monument dedicated to primordial reptile gods. *Nest Beyond The Stars (Suurat Jungle)"
15 | "There are whispers that Sister Millicent is seeking mercenaries to escort her into the mountains to locate an abandoned observatory known as the **Tanat Celestium**. Well of Demons (Sunstone Ranges)"
16 | "Sibling mercenaries Myrra and Cason seek reliable warriors to venture into the fens to find their partner, Finnel, who was lost during a previous scavenge of the ruins. Fens of Mölot Baat (Trackless Moors)"
17 | "The dying cartographer Maunt Thamond is seeking warriors to escort him to find an **Urgot prophet** so he can learn if his son will produce an heir before he passes away (Fens of Mölot Baat (Trackless Moors)"
18 | "A pair of prophetic hags lair in a colossal dead tree. It is rumored they can enchant the eyes of their victims, turning them into valuable gems. Izranorae’s Tree (Trackless Moors)"
19 | "The **pirate ship Silverfane** has attacked over half a dozen trading vessels in six months. The Port Brax Textiles Guild is offering 800 gp for the ship to be neutralized. Silverfane Cove (Eastern Lake Argos)"
20 | "Lady Shae, a wealthy metal merchant, is hiring investigators to sail to Arran Isle to find her son, Mord, a navy guard who went missing a week ago. Rise of the Starborn (Arran Isle)"
21 | "The caravel *Windchaser* is ten days overdue. It was carrying a **golden idol** from the Suurat Jungle that is rumored to be cursed, bringing catastrophic bad luck to anyone who touches it. The Windchaser (Lake Argos Reefs)"
22 | "An ancient giants' burial ground known as "The Place of Ending" is hidden in the high ice. A dying giant seeks a human proxy to return her heart there to earn her kin's gratitude. Varn Karagoss (The White Drifts)"
23 | " Mithri Aguilar, a Karok noble from Dol-Karok, is seeking an armed escort for an expedition to the White Drifts to hunt mammoths for their ivory tusks. Mammoth Hunt (The White Drifts)" 
